response,freq,HS,activity,logRT,logPrej,pid,trial,patchnum,numwithinpatch,switchornot,cue_transitions,patchnum2,numwithinpatch2
puma,6.934052,12.509129,-1.7672387,1.7919261220073759,-2.8769267,81,11,7,1,1,1.0,9,0
dog,9.247131,12.451651,1.5745795,1.09894556645823,-0.96904624,81,12,8,1,1,2.0,10,0
elephant,8.278831,12.241278,0.5827914,0.0009995003330834232,-4.085408,81,13,9,1,0,0.0,11,0
giraffe,7.0409007,15.255891,1.7233582,1.3865443298750981,-1.4916422,81,14,9,2,0,0.0,12,0
okapi,5.841864,14.863867,0.6487428,1.09894556645823,-1.2732761,81,15,9,3,0,1.0,13,0
gorilla,7.3137183,12.567914,0.44351846,1.7919261220073759,-0.9922832,81,16,9,4,0,2.0,14,0
chimpanzee,7.246959,15.172663,0.2907952,1.7919261220073759,-1.6418415,81,17,9,5,0,1.0,15,0
bonobo,5.772192,14.97426,0.14017558,1.3865443298750981,-1.6266266,81,18,9,6,1,3.0,15,1
snow leopard,6.028046,11.149065,-1.4145503,2.3979861777572986,-1.3722603,81,19,10,1,0,2.0,16,0
cheetah,6.6782866,14.810186,1.2123458,1.9460529959950605,-0.6552705,81,20,10,2,1,0.0,17,0
sloth,7.2696533,13.294763,-0.65872157,1.7919261220073759,-0.91300106,81,21,11,1,1,1.0,18,0
wolf,8.697056,12.425847,-1.0423151,1.3865443298750981,-1.0303218,81,22,12,1,0,2.0,19,0
fox,8.901891,15.14817,-1.256597,1.09894556645823,-0.65560263,81,23,12,2,1,1.0,20,0
possum,6.9892597,13.175018,0.33384502,1.3865443298750981,-0.79249305,81,24,13,1,1,2.0,21,0
raccoon,7.2334986,14.933136,-0.14996529,1.3865443298750981,-1.297103,81,25,14,1,0,1.0,22,0
squirrel,7.886292,15.101013,0.20738745,1.6096378924367667,-0.97093403,81,26,14,2,0,3.0,22,1
groundhog,6.338394,15.218023,-0.7773843,1.09894556645823,-1.3277719,81,27,14,3,0,3.0,22,2
badger,7.696013,14.899971,-3.1732087,1.09894556645823,-1.0861231,81,28,14,4,0,3.0,22,3
chipmunk,6.6536546,14.117711,1.1690071,1.7919261220073759,-0.8336872,81,29,14,5,0,2.0,23,0
rabbit,8.530918,13.715318,-0.7450187,1.6096378924367667,-1.0560955,81,30,14,6,0,1.0,24,0
deer,8.729307,12.941542,-0.22081327,1.7919261220073759,-1.2174147,81,31,14,7,1,2.0,25,0
swan,8.213777,12.471351,-1.6070634,1.9460529959950605,-1.6608007,81,32,15,1,1,0.0,26,0
seal,9.017472,14.359191,-1.4291961,1.6096378924367667,-1.1160485,81,33,16,1,0,1.0,27,0
sea lion,6.6339645,15.6797495,-0.30833578,1.09894556645823,-0.9130589,81,34,16,2,0,3.0,27,1
manatee,6.9129047,13.573474,-0.27935314,2.1973356822749484,-0.6695945,81,35,16,3,0,3.0,27,2
alligator,7.4510283,12.407888,1.1975237,2.079566533867987,-0.83452,81,36,16,4,0,2.0,28,0
crocodile,7.534795,15.438948,1.2002896,1.09894556645823,-1.6408386,81,37,16,5,1,1.0,29,0
hippopotamus,6.933396,12.906675,1.1898401,0.6936470556015963,-1.108071,81,38,17,1,0,2.0,30,0
zebra,7.33688,13.068445,1.0181093,1.09894556645823,-0.84009206,81,39,17,2,0,0.0,31,0
gazelle,7.1171856,14.389949,-0.03973782,1.09894556645823,-1.0049781,81,40,17,3,1,1.0,32,0
giraffe,7.0409007,15.255891,1.7233582,0.6936470556015963,-5.571892,82,2,2,2,1,,0,0
frog,8.163962,11.140921,0.74017715,1.09894556645823,-2.350281,82,3,3,1,0,0.0,1,0
snake,8.501285,12.810562,1.0691586,0.6936470556015963,-4.4556975,82,4,3,2,0,0.0,2,0
hamster,7.4689918,11.91632,0.8201952,1.3865443298750981,-3.8259392,82,5,3,3,0,0.0,3,0
gerbil,6.3419065,14.926446,1.1986861,1.7919261220073759,-2.2267601,82,6,3,4,0,1.0,4,0
fish,9.652773,10.471193,0.4094454,0.6936470556015963,-1.6312008,82,7,3,5,0,2.0,5,0
turtle,8.067716,12.203395,0.9358722,1.09894556645823,-3.7301812,82,8,3,6,0,0.0,6,0
lizard,7.679484,13.020966,0.4991113,1.09894556645823,-2.2195423,82,9,3,8,1,1.0,7,0
squirrel,7.886292,13.396082,0.20738745,2.079566533867987,-1.6376029,82,10,4,1,1,2.0,8,0
peacock,7.8933806,12.44224,-1.1051009,1.3865443298750981,-1.9679803,82,11,5,1,1,0.0,9,0
raccoon,7.2334986,13.389729,-0.14996529,1.3865443298750981,-2.3337545,82,12,6,1,1,0.0,10,0
possum,6.9892597,14.933136,0.33384502,1.9460529959950605,-2.077907,82,13,7,1,1,1.0,11,0
bird,9.1650715,13.335539,0.64898264,1.7919261220073759,-1.8395499,82,14,8,1,1,2.0,12,0
lion,8.663146,11.615356,1.1276553,1.9460529959950605,-2.6694636,82,15,9,1,0,0.0,13,0
tiger,8.281227,15.957723,0.58249664,1.3865443298750981,-2.726585,82,16,9,2,1,1.0,14,0
bear,9.4697275,15.455345,-0.5030153,1.09894556645823,-1.0506318,82,17,10,1,0,3.0,14,1
deer,8.729307,13.294271,-0.22081327,1.7919261220073759,-1.2451402,82,18,10,2,0,2.0,15,0
rabbit,8.530918,12.941542,-0.7450187,1.3865443298750981,-1.9061526,82,19,10,3,1,0.0,16,0
monkey,8.25998,12.212002,1.4139525,1.9460529959950605,-1.5622671,82,20,11,1,0,0.0,17,0
hippopotamus,6.933396,12.330684,1.1898401,1.6096378924367667,-2.1427293,82,21,11,2,0,0.0,18,0
zebra,7.33688,13.068445,1.0181093,2.833272165855592,-1.0673926,82,22,11,3,1,0.0,19,0
chipmunk,6.6536546,12.339723,1.1690071,2.7081168655467533,-1.063751,82,23,12,1,1,0.0,20,0
otter,7.7928977,12.878666,-0.20783257,3.0910879068707438,-0.804428,82,24,13,1,0,0.0,21,0
seal,9.017472,14.173136,-1.4291961,1.09894556645823,-1.0713716,82,25,13,2,0,1.0,22,0
octopus,7.2867985,13.123697,0.46494746,2.3979861777572986,-1.499574,82,26,13,3,1,2.0,23,0
walrus,7.1177874,13.326942,0.24954772,1.9460529959950605,-1.509361,82,27,14,1,0,0.0,24,0
elephant,8.278831,12.373092,0.5827914,1.09894556645823,-1.7594746,83,2,2,1,1,,0,0
ant,8.35485,11.807631,-0.28870797,0.0009995003330834232,-3.2353072,83,3,3,1,1,0.0,1,0
gerbil,6.3419065,10.674349,1.1986861,1.09894556645823,-3.468966,83,4,4,1,0,0.0,2,0
rabbit,8.530918,13.350499,-0.7450187,0.6936470556015963,-2.1955686,83,5,4,2,1,1.0,3,0
pig,8.733592,14.260227,-0.43317556,1.09894556645823,-1.4130414,83,6,5,1,0,2.0,4,0
cow,8.763902,15.466529,-0.64451075,0.0009995003330834232,-1.3651836,83,7,5,2,0,1.0,5,0
chicken,8.703944,14.409694,-0.36407304,0.6936470556015963,-1.2656047,83,8,5,3,0,2.0,6,0
flamingo,6.8980737,12.32745,-0.45277113,0.6936470556015963,-1.2644377,83,9,5,4,0,0.0,7,0
penguin,8.166074,14.227254,0.13859695,1.09894556645823,-2.4892237,83,10,5,5,0,1.0,8,0
bird,9.1650715,11.439186,0.64898264,1.3865443298750981,-2.567713,83,11,5,6,1,2.0,9,0
squirrel,7.886292,13.655547,0.20738745,1.09894556645823,-3.029777,83,12,6,1,0,1.0,10,0
bear,9.4697275,14.10943,-0.5030153,0.0009995003330834232,-1.7716093,83,13,6,2,1,2.0,11,0
lion,8.663146,14.451857,1.1276553,0.6936470556015963,-2.0050824,83,14,7,1,0,0.0,12,0
tiger,8.281227,15.957723,0.58249664,0.0009995003330834232,-2.1197567,83,15,7,2,0,1.0,13,0
ostrich,7.4367714,13.010349,-1.7866931,1.3865443298750981,-0.69591624,83,16,7,3,1,2.0,14,0
chipmunk,6.6536546,12.824172,1.1690071,1.6096378924367667,-1.1278918,83,17,8,1,1,0.0,15,0
bat,8.329255,13.0845585,-0.6104733,1.09894556645823,-1.1650441,83,18,9,1,1,0.0,16,0
snail,7.6996565,12.790963,-0.43138158,0.6936470556015963,-1.271858,83,19,10,1,1,1.0,17,0
mouse,8.734669,11.686483,0.2110622,1.09894556645823,-1.9473085,83,20,11,1,0,2.0,18,0
rat,8.843021,15.928724,-0.05801153,0.0009995003330834232,-1.4893901,83,21,11,2,1,1.0,19,0
snake,8.501285,11.798556,1.0691586,1.09894556645823,-0.7878678,83,22,12,1,1,2.0,20,0
grasshopper,7.3828435,12.36267,-2.0775924,1.3865443298750981,-2.4355912,83,23,13,1,1,0.0,21,0
anteater,6.02438,11.355083,-0.71161175,1.3865443298750981,-1.6600175,83,24,14,1,1,0.0,22,0
hog,8.190234,13.672153,-1.4518061,0.6936470556015963,-0.94544077,83,25,15,1,1,0.0,23,0
rhinoceros,7.3018975,13.478527,-0.42002368,1.9460529959950605,-0.630072,83,26,16,2,0,1.0,24,0
giraffe,7.0409007,15.610311,1.7233582,1.09894556645823,-1.0406883,83,27,16,3,0,2.0,25,0
camel,7.979525,13.581619,-0.99439037,0.0009995003330834232,-1.138983,83,28,16,4,0,0.0,26,0
donkey,7.790762,15.2869005,-1.4337559,1.09894556645823,-0.6288096,83,29,16,5,0,1.0,27,0
horse,9.460777,14.823978,-0.51891565,0.0009995003330834232,-0.70027626,83,30,16,6,1,2.0,28,0
pigeon,8.01205,13.538208,-1.1200333,1.3865443298750981,-0.9967129,83,31,17,1,1,1.0,29,0
cougar,6.95645,11.634899,-0.3199916,1.6096378924367667,-0.68692446,83,32,18,2,0,2.0,30,0
leopard,7.6562376,15.259102,0.39975286,0.6936470556015963,-0.5378432,83,33,18,3,0,1.0,31,0
zebra,7.33688,12.886016,1.0181093,0.6936470556015963,-0.7025851,83,34,18,4,1,2.0,32,0
seal,9.017472,12.249527,-1.4291961,1.6096378924367667,-0.94597995,83,35,19,1,0,0.0,33,0
whale,8.224764,14.405951,0.87034935,0.6936470556015963,-1.503714,83,36,19,2,0,0.0,34,0
dolphin,7.705347,15.366442,1.1312795,0.6936470556015963,-2.1655948,83,37,19,3,1,1.0,35,0
cricket,8.040471,10.491115,-2.0263002,1.9460529959950605,-1.1636552,83,38,20,1,0,2.0,36,0
beetle,8.078256,14.398196,-1.8607177,1.6096378924367667,-1.0926964,83,39,20,2,0,1.0,37,0
junebug,5.3866277,14.4752445,-2.07657,0.6936470556015963,-1.265609,83,40,20,3,1,3.0,37,1
fox,8.901891,10.627256,-1.256597,1.9460529959950605,-1.4734008,83,41,21,1,1,2.0,38,0
goldfinch,6.5815325,11.644559,-2.9773238,2.079566533867987,-0.6716544,83,42,22,1,1,1.0,39,0
bee,8.562807,11.109703,0.28857517,1.09894556645823,-1.0470192,83,43,23,1,0,2.0,40,0
mosquito,8.023557,13.708208,-1.824149,1.6096378924367667,-2.0173202,83,44,23,2,1,1.0,41,0
lizard,7.679484,11.444147,0.4991113,1.6096378924367667,-1.2205966,83,45,24,1,0,2.0,42,0
chameleon,7.0010114,14.75388,-0.6408036,1.9460529959950605,-1.0831586,83,46,24,2,1,1.0,43,0
butterfly,8.047713,11.719697,-1.9330101,1.9460529959950605,-0.721544,83,47,25,1,0,2.0,44,0
moth,8.16246,15.380748,-1.4763191,0.6936470556015963,-1.0938667,83,48,25,2,0,1.0,45,0
wasp,7.538631,14.283383,-0.91664565,1.6096378924367667,-0.81532454,83,49,25,3,0,3.0,45,1
dog,9.247131,14.325035,1.5745795,0.0009995003330834232,-7.378339,84,2,2,2,1,,0,0
lion,8.663146,11.78335,1.1276553,1.7919261220073759,-3.219298,84,3,3,1,0,0.0,1,0
tiger,8.281227,15.957723,0.58249664,0.0009995003330834232,-3.0047307,84,4,3,2,1,1.0,2,0
bear,9.4697275,15.455345,-0.5030153,0.0009995003330834232,-0.95639133,84,5,4,1,1,3.0,2,1
giraffe,7.0409007,13.596478,1.7233582,1.6096378924367667,-1.485652,84,6,5,1,0,2.0,3,0
elephant,8.278831,15.255891,0.5827914,0.6936470556015963,-1.8790648,84,7,5,2,0,1.0,4,0
zebra,7.33688,14.61739,1.0181093,1.6096378924367667,-1.4150571,84,8,5,3,1,2.0,5,0
fish,9.652773,12.197498,0.4094454,1.09894556645823,-1.3168533,84,9,6,1,0,0.0,6,0
whale,8.224764,13.322374,0.87034935,0.6936470556015963,-3.1521819,84,10,6,2,0,0.0,7,0
starfish,7.0114336,13.687141,-0.9525354,1.3865443298750981,-1.4850001,84,11,6,3,0,1.0,8,0
turtle,8.067716,12.509094,0.9358722,1.09894556645823,-1.4349326,84,12,6,4,0,2.0,9,0
octopus,7.2867985,11.538111,0.46494746,2.3979861777572986,-2.2987132,84,13,6,5,0,0.0,10,0
seahorse,6.230598,15.071422,-0.16041434,1.6096378924367667,-1.5658405,84,14,6,6,1,1.0,11,0
bat,8.329255,11.406395,-0.6104733,1.09894556645823,-0.92755693,84,15,7,1,1,2.0,12,0
bird,9.1650715,13.341354,0.64898264,0.6936470556015963,-1.4204836,84,16,8,1,1,0.0,13,0
bee,8.562807,11.044837,0.28857517,0.0009995003330834232,-2.37219,84,17,9,1,1,0.0,14,0
hamster,7.4689918,11.099485,0.8201952,1.9460529959950605,-2.6623409,84,18,10,1,0,0.0,15,0
gerbil,6.3419065,14.926446,1.1986861,1.6096378924367667,-1.6285641,84,19,10,2,1,1.0,16,0
seagull,6.7910337,10.483785,-0.45915818,2.1973356822749484,-1.3094068,84,20,11,1,1,2.0,17,0
mouse,8.734669,11.928469,0.2110622,2.3979861777572986,-1.0938575,84,21,12,1,0,0.0,18,0
rat,8.843021,15.928724,-0.05801153,1.09894556645823,-1.5569844,84,22,12,2,1,1.0,19,0
alligator,7.4510283,11.729825,1.1975237,1.6096378924367667,-0.78164864,84,23,13,1,1,2.0,20,0
worm,8.385086,11.57262,-1.1592584,1.9460529959950605,-1.6851764,84,24,14,1,1,0.0,21,0
snake,8.501285,14.164789,1.0691586,0.0009995003330834232,-1.4641037,84,25,15,1,1,1.0,22,0
squirrel,7.886292,12.760885,0.20738745,2.4849899796493045,-2.057073,84,26,16,1,0,2.0,23,0
chipmunk,6.6536546,15.877527,1.1690071,2.3979861777572986,-0.9368409,84,27,16,2,1,1.0,24,0
horse,9.460777,11.872311,-0.51891565,3.4965378640376557,-0.6976346,84,28,17,1,0,2.0,25,0
camel,7.979525,14.781043,-0.99439037,2.7081168655467533,-1.2786138,84,29,17,2,0,1.0,26,0
salamander,7.1313314,11.561424,-1.2150111,1.09894556645823,-3.1185293,85,2,2,1,1,,0,0
pig,8.733592,11.023621,-0.43317556,0.0009995003330834232,-4.16512,85,3,3,1,0,0.0,1,0
cow,8.763902,15.466529,-0.64451075,0.6936470556015963,-3.8856335,85,4,3,2,0,1.0,2,0
rooster,7.276048,14.357474,-1.0692179,0.6936470556015963,-2.5305126,85,5,3,3,0,3.0,2,1
hen,8.471315,16.114489,-1.8579493,0.0009995003330834232,-2.6618943,85,6,3,4,0,3.0,2,2
duck,8.351821,15.020897,-0.6875971,0.0009995003330834232,-2.2440178,85,7,3,5,0,3.0,2,3
bird,9.1650715,13.162582,0.64898264,1.09894556645823,-2.7808435,85,8,3,6,1,2.0,3,0
hippopotamus,6.933396,11.304506,1.1898401,1.3865443298750981,-4.1357226,85,9,4,1,0,0.0,4,0
giraffe,7.0409007,14.030161,1.7233582,1.09894556645823,-2.2121694,85,10,4,2,0,0.0,5,0
monkey,8.25998,13.176134,1.4139525,0.6936470556015963,-1.8167729,85,11,4,3,0,0.0,6,0
gorilla,7.3137183,14.176,0.44351846,0.6936470556015963,-2.7469609,85,12,4,4,1,1.0,7,0
fly,9.043542,10.987856,-1.1954408,2.3026850879943788,-1.3207593,85,13,5,1,1,2.0,8,0
dog,9.247131,9.899129,1.5745795,2.3979861777572986,-3.0764062,85,14,6,1,0,0.0,9,0
cat,8.985515,14.325035,0.870857,0.0009995003330834232,-3.6740143,85,15,6,2,0,1.0,10,0
parakeet,6.3692183,12.679529,-1.2134967,1.9460529959950605,-1.4414229,85,16,6,3,0,3.0,10,1
frog,8.163962,10.338461,0.74017715,1.7919261220073759,-1.3405497,85,17,6,4,0,2.0,11,0
snake,8.501285,12.810562,1.0691586,2.3026850879943788,-2.4740226,85,18,6,5,1,0.0,12,0
bobcat,6.642092,12.911432,-1.2413697,1.9460529959950605,-2.809101,85,19,7,1,0,1.0,13,0
cheetah,6.6782866,14.746765,1.2123458,0.6936470556015963,-0.902435,85,20,7,2,0,2.0,14,0
rhino,7.0549827,13.303224,-0.42002368,0.0009995003330834232,-0.9241115,85,21,7,3,0,1.0,15,0
panther,7.5974145,13.318759,-0.106794,1.9460529959950605,-0.9000343,85,22,7,4,0,2.0,16,0
hyena,6.8782196,13.535877,-2.0055203,1.9460529959950605,-0.97583425,85,23,7,5,1,1.0,17,0
turtle,8.067716,12.032471,0.9358722,2.079566533867987,-0.92756474,85,24,8,1,0,2.0,18,0
rabbit,8.530918,12.26432,-0.7450187,1.09894556645823,-1.9070852,85,25,8,2,1,0.0,19,0
moth,8.16246,12.612339,-1.4763191,2.7726512202867375,-1.0005208,85,26,9,1,0,0.0,20,0
butterfly,8.047713,15.380748,-1.9330101,1.6096378924367667,-1.4920475,85,27,9,2,1,1.0,21,0
human,10.209366,11.076467,-1.8344539,1.6096378924367667,-1.2228105,85,28,10,1,1,2.0,22,0
dolphin,7.705347,10.872241,1.1312795,2.8904273119085677,-1.2714968,85,29,11,1,1,0.0,23,0
polar bear,6.879763,12.682603,0.9793277,1.09894556645823,-2.4673426,85,30,12,1,0,0.0,24,0
grizzly,7.461551,14.739552,-0.4407581,0.6936470556015963,-1.4690619,85,31,12,2,0,1.0,25,0
mountain bear,4.520539,15.690464,-2.84205,1.09894556645823,-1.2874918,85,32,12,3,1,3.0,25,1
owl,8.098242,14.634511,-1.5028136,1.9460529959950605,-1.2551425,85,33,13,1,1,2.0,26,0
orangutan,6.276458,11.278943,1.5593612,2.7726512202867375,-0.9520658,85,34,14,1,0,0.0,27,0
bear,9.4697275,13.285624,-0.5030153,0.6936470556015963,-1.7594746,86,2,2,1,1,,0,0
lion,8.663146,14.451857,1.1276553,0.6936470556015963,-2.88354,86,3,3,1,0,0.0,1,0
tiger,8.281227,15.957723,0.58249664,1.09894556645823,-2.5359943,86,4,3,2,1,1.0,2,0
rabbit,8.530918,12.634699,-0.7450187,1.09894556645823,-0.77859443,86,5,4,1,0,2.0,3,0
fox,8.901891,13.217247,-1.256597,0.0009995003330834232,-1.3438706,86,6,4,2,0,0.0,4,0
deer,8.729307,12.582793,-0.22081327,0.0009995003330834232,-1.0547913,86,7,4,3,1,0.0,5,0
flamingo,6.8980737,12.1849165,-0.45277113,1.09894556645823,-2.400269,86,8,5,1,0,0.0,6,0
bird,9.1650715,13.486003,0.64898264,0.6936470556015963,-1.7000787,86,10,5,3,0,0.0,8,0
parrot,7.6612816,13.968031,0.21154499,0.6936470556015963,-2.8057308,86,11,5,4,0,1.0,9,0
hamster,7.4689918,11.189552,0.8201952,0.6936470556015963,-1.4820124,86,12,5,5,0,2.0,10,0
gerbil,6.3419065,14.926446,1.1986861,1.09894556645823,-1.6133282,86,13,5,6,0,1.0,11,0
parakeet,6.3692183,12.98163,-1.2134967,0.0009995003330834232,-1.3620418,86,14,5,7,0,3.0,11,1
lizard,7.679484,10.624807,0.4991113,0.6936470556015963,-1.344813,86,15,5,8,0,2.0,12,0
frog,8.163962,13.174461,0.74017715,1.09894556645823,-1.8825243,86,16,5,9,0,0.0,13,0
snake,8.501285,12.810562,1.0691586,0.0009995003330834232,-2.42916,86,17,5,10,1,0.0,14,0
shark,7.8841987,12.764757,0.611025,0.6936470556015963,-2.5848675,86,18,6,1,0,0.0,15,0
dolphin,7.705347,14.805448,1.1312795,1.09894556645823,-2.6086617,86,19,6,2,0,0.0,16,0
goldfish,7.2085934,12.908335,-1.2463318,1.3865443298750981,-2.1064553,86,20,6,3,0,1.0,17,0
fish,9.652773,13.338293,0.4094454,1.3865443298750981,-1.6305413,86,21,6,4,0,2.0,18,0
leopard,7.6562376,11.327953,0.39975286,1.9460529959950605,-2.5453596,86,22,7,1,0,0.0,19,0
cheetah,6.6782866,15.385563,1.2123458,1.09894556645823,-0.80568206,86,23,7,2,0,1.0,20,0
zebra,7.33688,12.942903,1.0181093,0.6936470556015963,-0.61707044,86,24,7,3,0,2.0,21,0
hippopotamus,6.933396,13.068445,1.1898401,1.6096378924367667,-1.5634912,86,25,7,4,0,0.0,22,0
elephant,8.278831,14.593483,0.5827914,0.6936470556015963,-1.2720995,86,26,7,5,0,1.0,23,0
gorilla,7.3137183,13.292591,0.44351846,0.0009995003330834232,-1.2043083,86,27,7,6,1,2.0,24,0
turtle,8.067716,10.317863,0.9358722,1.7919261220073759,-1.5689071,86,28,8,1,0,0.0,25,0
snail,7.6996565,12.404449,-0.43138158,0.6936470556015963,-1.5366968,86,29,8,2,1,1.0,26,0
spider,8.1268215,13.472618,0.06374037,2.4849899796493045,-0.6946833,86,30,9,1,1,3.0,26,1
crocodile,7.534795,10.628375,1.2002896,1.6096378924367667,-1.5021994,86,31,10,1,1,2.0,27,0
penguin,8.166074,12.931133,0.13859695,1.6096378924367667,-1.6371442,86,32,11,1,0,0.0,28,0
polar bear,6.879763,14.266316,0.9793277,0.6936470556015963,-1.2522092,86,33,11,2,1,1.0,29,0
giraffe,7.0409007,13.4478445,1.7233582,2.4849899796493045,-0.84727156,86,34,12,1,1,2.0,30,0
squirrel,7.886292,12.111455,0.20738745,2.995782272304033,-0.94567585,86,35,13,1,1,0.0,31,0
chimpanzee,7.246959,11.861443,0.2907952,3.0910879068707438,-1.0342432,86,36,14,1,1,0.0,32,0
tarantula,6.483608,11.84295,-1.2109628,1.7919261220073759,-1.3575377,86,37,15,1,1,0.0,33,0
seal,9.017472,10.87676,-1.4291961,2.639128755635788,-0.71736,86,38,16,1,0,0.0,34,0
walrus,7.1177874,15.513118,0.24954772,2.079566533867987,-0.84174716,86,39,16,2,0,1.0,35,0
rabbit,8.530918,14.116204,-0.7450187,1.09894556645823,-1.7594746,87,2,1,3,1,,0,0
mouse,8.734669,14.259928,0.2110622,1.3865443298750981,-1.4633223,87,3,2,1,1,2.0,1,0
bird,9.1650715,12.545109,0.64898264,2.079566533867987,-2.2420988,87,4,3,1,1,0.0,2,0
giraffe,7.0409007,11.603536,1.7233582,1.9460529959950605,-3.3012133,87,5,4,1,0,0.0,3,0
elephant,8.278831,15.255891,0.5827914,1.3865443298750981,-3.302628,87,6,4,2,0,1.0,4,0
lion,8.663146,14.317562,1.1276553,1.3865443298750981,-2.0393724,87,7,4,3,0,2.0,5,0
tiger,8.281227,15.957723,0.58249664,0.6936470556015963,-2.3136115,87,8,4,4,1,1.0,6,0
bear,9.4697275,15.455345,-0.5030153,0.6936470556015963,-0.86898255,87,9,5,1,1,3.0,6,1
pig,8.733592,12.956923,-0.43317556,2.079566533867987,-1.2253911,87,10,6,1,0,2.0,7,0
cow,8.763902,15.466529,-0.64451075,1.09894556645823,-1.1483382,87,11,6,2,0,1.0,8,0
horse,9.460777,15.285967,-0.51891565,1.7919261220073759,-1.0639167,87,12,6,3,0,2.0,9,0
sheep,9.106964,15.120814,-1.2447839,1.3865443298750981,-1.2106779,87,13,6,4,0,1.0,10,0
llama,6.863565,14.770444,-0.48476982,1.3865443298750981,-0.8536886,87,14,6,5,1,3.0,10,1
possum,6.9892597,12.379019,0.33384502,2.079566533867987,-0.6403756,87,15,7,1,1,2.0,11,0
skunk,7.2660403,14.441085,-1.2435367,1.3865443298750981,-1.2188033,87,16,8,1,0,1.0,12,0
deer,8.729307,13.276602,-0.22081327,2.639128755635788,-0.9544306,87,17,8,2,1,2.0,13,0
monkey,8.25998,12.016675,1.4139525,1.7919261220073759,-1.72248,87,18,9,1,1,0.0,14,0
parrot,7.6612816,13.22484,0.21154499,1.6096378924367667,-1.9803716,87,19,10,1,1,0.0,15,0
bull,9.068536,12.006172,-2.0570266,3.6376124751696053,-1.0707511,87,20,11,1,1,0.0,16,0
squirrel,7.886292,11.968815,0.20738745,4.304078606626376,-0.62056327,87,21,12,1,0,0.0,17,0
cow,8.763902,13.592705,-0.64451075,0.0009995003330834232,-1.7594746,88,2,2,1,1,,0,0
bird,9.1650715,11.954521,0.64898264,0.6936470556015963,-1.6505759,88,3,3,1,1,2.0,1,0
ant,8.35485,11.578268,-0.28870797,1.3865443298750981,-3.534885,88,4,4,1,1,0.0,2,0
pig,8.733592,11.253533,-0.43317556,1.7919261220073759,-3.1826625,88,5,5,1,1,0.0,3,0
crow,8.2725,12.656046,-1.7845786,1.3865443298750981,-1.2861419,88,6,6,1,0,0.0,4,0
blue jay,6.4708285,14.066008,-2.310217,2.079566533867987,-1.5754342,88,7,6,2,0,1.0,5,0
cardinal,8.624529,15.93688,-2.5171301,2.1973356822749484,-2.0285869,88,8,6,3,1,3.0,5,1
bear,9.4697275,11.7697735,-0.5030153,1.7919261220073759,-2.1321228,88,9,7,1,0,2.0,6,0
black bear,6.9384136,15.322237,-0.74299264,1.6096378924367667,-2.4215117,88,10,7,2,0,1.0,7,0
brown bear,6.5432096,15.432022,-0.8051107,1.09894556645823,-1.4930084,88,11,7,3,1,3.0,7,1
lion,8.663146,14.30508,1.1276553,1.3865443298750981,-1.1163498,88,12,8,1,1,2.0,8,0
antlion,4.808305,11.279207,-0.17138767,1.7919261220073759,-2.4069624,88,13,9,1,1,0.0,9,0
fish,9.652773,11.5695915,0.4094454,1.6096378924367667,-2.0183654,88,14,10,1,1,0.0,10,0
blue gill,4.8621206,14.144602,-1.9295422,2.079566533867987,-3.1373506,88,15,11,1,1,1.0,11,0
turtle,8.067716,11.1803055,0.9358722,1.6096378924367667,-1.1911466,88,16,12,1,0,2.0,12,0
frog,8.163962,12.040396,0.74017715,0.6936470556015963,-2.3942413,88,17,12,2,1,0.0,13,0
tiger,8.281227,11.266821,0.58249664,1.7919261220073759,-2.094777,88,18,13,1,0,0.0,14,0
zebra,7.33688,13.330191,1.0181093,3.218915824068222,-0.7164544,88,19,13,2,1,0.0,15,0
horse,9.460777,13.846397,-0.51891565,1.3865443298750981,-1.7165252,88,20,14,1,0,0.0,16,0
donkey,7.790762,14.823978,-1.4337559,1.7919261220073759,-1.2689061,88,21,14,2,1,1.0,17,0
spider,8.1268215,11.556335,0.06374037,1.9460529959950605,-0.803604,88,22,15,1,1,2.0,18,0
platypus,6.426489,10.802166,1.3545604,2.995782272304033,-1.8697993,88,23,16,1,1,0.0,19,0
salmon,8.706235,12.403173,-2.3954287,2.5650262775800314,-2.031908,88,24,17,1,0,0.0,20,0
hamster,7.4689918,10.666067,0.8201952,2.639128755635788,-1.0429767,88,25,18,1,0,0.0,21,0
bear,9.4697275,13.285624,-0.5030153,0.6936470556015963,-1.7594746,89,2,2,1,1,,0,0
rat,8.843021,13.035625,-0.05801153,1.7919261220073759,-2.88354,89,3,3,1,1,0.0,1,0
monkey,8.25998,12.624266,1.4139525,1.09894556645823,-1.9896026,89,4,4,1,0,0.0,2,0
tiger,8.281227,13.171951,0.58249664,2.079566533867987,-2.9845068,89,5,4,2,0,0.0,3,0
elephant,8.278831,13.6716795,0.5827914,1.09894556645823,-1.6688453,89,6,4,3,1,0.0,4,0
cow,8.763902,14.161806,-0.64451075,3.367330312150578,-2.1232653,89,7,5,1,0,0.0,5,0
mule,8.073634,14.569168,-2.6377778,1.09894556645823,-1.3222365,89,8,5,2,0,1.0,6,0
horse,9.460777,14.3779545,-0.51891565,1.7919261220073759,-1.1445626,89,9,5,3,1,2.0,7,0
rabbit,8.530918,14.048503,-0.7450187,1.09894556645823,-1.43743,89,10,6,1,1,1.0,8,0
kangaroo,7.437985,12.845203,1.2155612,1.3865443298750981,-1.0609668,89,11,7,1,1,2.0,9,0
